Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
12.02.2030,09.07.2030,ES,P0099,Product 99,VO,ORD000866,1799.1,USD,92,R49
13.02.2030,06.05.2030,RU,P0100,Product 100,VO,ORD000866,1550.57,RUB,99,R00
14.02.2030,13.04.2030,SE,P0101,Product 101,VO,ORD000867,379.23,USD,73,R01
15.02.2030,11.08.2030,FR,P0102,Product 102,VO,ORD000867,1983.62,RUB,65,R02
16.02.2030,16.06.2030,US,P0103,Product 103,VO,ORD000867,520.86,EUR,39,R03
17.02.2030,31.07.2030,SE,P0104,Product 104,VO,ORD000868,1884.86,USD,71,R04
18.02.2030,12.06.2030,NL,P0105,Product 105,VO,ORD000868,236.78,GBP,35,R05
19.02.2030,27.07.2030,ES,P0106,Product 106,VO,ORD000868,1772.15,EUR,23,R06
20.02.2030,26.07.2030,PL,P0107,Product 107,VO,ORD000869,641.97,EUR,99,R07
21.02.2030,24.03.2030,FR,P0108,Product 108,VO,ORD000869,1061.54,GBP,83,R08
22.02.2030,18.07.2030,SE,P0109,Product 109,VO,ORD000869,1845.15,RUB,95,R09
23.02.2030,28.07.2030,PL,P0110,Product 110,VO,ORD000870,1406.83,EUR,68,R10
24.02.2030,14.08.2030,RU,P0111,Product 111,VO,ORD000870,1382.42,USD,74,R11
25.02.2030,10.07.2030,IT,P0112,Product 112,VO,ORD000870,1215.72,USD,3,R12
26.02.2030,18.08.2030,FR,P0113,Product 113,VO,ORD000871,810.13,RUB,28,R13
27.02.2030,21.07.2030,SE,P0114,Product 114,VO,ORD000871,1313.16,GBP,76,R14
28.02.2030,28.07.2030,SE,P0115,Product 115,VO,ORD000871,115.78,EUR,88,R15
01.03.2030,14.07.2030,SE,P0116,Product 116,VO,ORD000872,1296.73,GBP,60,R16
02.03.2030,08.07.2030,NL,P0117,Product 117,VO,ORD000872,1655.99,USD,73,R17
03.03.2030,30.06.2030,NL,P0118,Product 118,VO,ORD000872,1482.33,EUR,24,R18
04.03.2030,01.05.2030,FR,P0119,Product 119,VO,ORD000873,522.49,GBP,29,R19
05.03.2030,16.07.2030,PL,P0120,Product 120,VO,ORD000873,1132.67,EUR,52,R20
06.03.2030,18.05.2030,US,P0121,Product 121,VO,ORD000873,390.07,RUB,6,R21
07.03.2030,05.08.2030,FR,P0122,Product 122,VO,ORD000874,542.07,EUR,77,R22
08.03.2030,30.07.2030,DE,P0123,Product 123,VO,ORD000874,1772.54,EUR,34,R23
09.03.2030,20.04.2030,US,P0124,Product 124,VO,ORD000874,216.54,EUR,84,R24
10.03.2030,13.07.2030,IT,P0125,Product 125,VO,ORD000875,1934.91,RUB,41,R25
11.03.2030,07.08.2030,IT,P0126,Product 126,VO,ORD000875,169.35,USD,36,R26
12.03.2030,19.07.2030,NL,P0127,Product 127,VO,ORD000875,1389.47,EUR,20,R27
13.03.2030,13.05.2030,DE,P0128,Product 128,VO,ORD000876,1072.95,EUR,31,R28
14.03.2030,04.05.2030,IT,P0129,Product 129,VO,ORD000876,1378.38,USD,31,R29
15.03.2030,20.07.2030,RU,P0130,Product 130,VO,ORD000876,130.7,USD,62,R30
16.03.2030,02.09.2030,SE,P0131,Product 131,VO,ORD000877,1013.64,USD,72,R31
17.03.2030,14.06.2030,US,P0132,Product 132,VO,ORD000877,535.73,USD,22,R32
18.03.2030,31.05.2030,FI,P0133,Product 133,VO,ORD000877,662.01,RUB,20,R33
19.03.2030,06.08.2030,FR,P0134,Product 134,VO,ORD000878,1290.83,GBP,40,R34
20.03.2030,01.05.2030,PL,P0135,Product 135,VO,ORD000878,945.24,GBP,25,R35
21.03.2030,03.07.2030,US,P0136,Product 136,VO,ORD000878,1750.85,EUR,42,R36
22.03.2030,16.06.2030,FR,P0137,Product 137,VO,ORD000879,1115.85,EUR,28,R37
23.03.2030,03.05.2030,FI,P0138,Product 138,VO,ORD000879,715.02,RUB,24,R38
24.03.2030,13.06.2030,FR,P0139,Product 139,VO,ORD000879,1127.0,USD,2,R39
25.03.2030,19.05.2030,FI,P0140,Product 140,VO,ORD000880,1873.72,GBP,9,R40
26.03.2030,06.06.2030,FI,P0141,Product 141,VO,ORD000880,1948.49,GBP,76,R41
27.03.2030,02.05.2030,DE,P0142,Product 142,VO,ORD000880,1851.65,GBP,32,R42
28.03.2030,22.05.2030,DE,P0143,Product 143,VO,ORD000881,1581.3,EUR,11,R43
29.03.2030,12.07.2030,US,P0144,Product 144,VO,ORD000881,513.79,USD,80,R44
30.03.2030,16.06.2030,FI,P0145,Product 145,VO,ORD000881,841.08,RUB,70,R45
31.03.2030,02.05.2030,IT,P0146,Product 146,VO,ORD000882,1614.11,GBP,4,R46
01.04.2030,11.08.2030,ES,P0147,Product 147,VO,ORD000882,1662.47,USD,59,R47
02.04.2030,27.08.2030,ES,P0148,Product 148,VO,ORD000882,1431.43,USD,69,R48
03.04.2030,12.09.2030,IT,P0149,Product 149,VO,ORD000883,1022.52,USD,22,R49
04.04.2030,05.08.2030,FR,P0150,Product 150,VO,ORD000883,1136.62,RUB,50,R00
05.04.2030,01.09.2030,US,P0151,Product 151,VO,ORD000883,729.11,EUR,73,R01
06.04.2030,25.07.2030,FI,P0152,Product 152,VO,ORD000884,1281.32,GBP,30,R02
07.04.2030,12.07.2030,FI,P0153,Product 153,VO,ORD000884,860.63,EUR,72,R03
08.04.2030,02.09.2030,IT,P0154,Product 154,VO,ORD000884,127.21,RUB,18,R04
09.04.2030,12.08.2030,US,P0155,Product 155,VO,ORD000885,970.98,USD,59,R05
10.04.2030,17.09.2030,US,P0156,Product 156,VO,ORD000885,215.09,EUR,45,R06
11.04.2030,20.05.2030,PL,P0157,Product 157,VO,ORD000885,1315.05,RUB,70,R07
12.04.2030,14.07.2030,PL,P0158,Product 158,VO,ORD000886,291.86,USD,62,R08
13.04.2030,28.06.2030,US,P0159,Product 159,VO,ORD000886,170.56,GBP,40,R09
14.04.2030,13.06.2030,IT,P0160,Product 160,VO,ORD000886,1674.7,RUB,38,R10
15.04.2030,14.08.2030,SE,P0161,Product 161,VO,ORD000887,1068.96,GBP,56,R11
16.04.2030,22.06.2030,DE,P0162,Product 162,VO,ORD000887,927.37,RUB,4,R12
17.04.2030,16.09.2030,DE,P0163,Product 163,VO,ORD000887,1734.74,USD,23,R13
18.04.2030,12.09.2030,US,P0164,Product 164,VO,ORD000888,885.4,USD,3,R14
19.04.2030,02.08.2030,DE,P0165,Product 165,VO,ORD000888,1096.78,EUR,57,R15
20.04.2030,11.10.2030,US,P0166,Product 166,VO,ORD000888,893.42,EUR,91,R16
21.04.2030,17.08.2030,ES,P0167,Product 167,VO,ORD000889,1539.92,GBP,22,R17
22.04.2030,11.06.2030,ES,P0168,Product 168,VO,ORD000889,296.49,USD,10,R18
23.04.2030,10.08.2030,DE,P0169,Product 169,VO,ORD000889,1501.09,GBP,8,R19
24.04.2030,02.08.2030,NL,P0170,Product 170,VO,ORD000890,393.8,USD,84,R20
25.04.2030,30.05.2030,RU,P0171,Product 171,VO,ORD000890,1694.3,GBP,68,R21
26.04.2030,03.07.2030,FI,P0172,Product 172,VO,ORD000890,135.28,GBP,10,R22
27.04.2030,07.06.2030,RU,P0173,Product 173,VO,ORD000891,783.48,GBP,57,R23
28.04.2030,08.09.2030,FI,P0174,Product 174,VO,ORD000891,721.63,USD,92,R24
29.04.2030,03.06.2030,IT,P0175,Product 175,VO,ORD000891,1653.91,EUR,76,R25
30.04.2030,30.05.2030,US,P0176,Product 176,VO,ORD000892,1537.24,EUR,27,R26
01.05.2030,07.08.2030,IT,P0177,Product 177,VO,ORD000892,1730.76,USD,17,R27
02.05.2030,24.08.2030,PL,P0178,Product 178,VO,ORD000892,452.51,GBP,3,R28
03.05.2030,20.08.2030,DE,P0179,Product 179,VO,ORD000893,227.61,USD,46,R29
04.05.2030,27.07.2030,NL,P0180,Product 180,VO,ORD000893,508.27,GBP,32,R30
05.05.2030,23.07.2030,DE,P0181,Product 181,VO,ORD000893,845.19,GBP,24,R31
06.05.2030,01.09.2030,IT,P0182,Product 182,VO,ORD000894,1530.41,USD,91,R32
07.05.2030,02.07.2030,SE,P0183,Product 183,VO,ORD000894,1230.97,RUB,83,R33
08.05.2030,04.07.2030,IT,P0184,Product 184,VO,ORD000894,327.31,RUB,88,R34
09.05.2030,05.10.2030,RU,P0185,Product 185,VO,ORD000895,1385.05,RUB,20,R35
10.05.2030,18.10.2030,DE,P0186,Product 186,VO,ORD000895,1063.14,EUR,23,R36
11.05.2030,25.09.2030,SE,P0187,Product 187,VO,ORD000895,419.28,EUR,56,R37
12.05.2030,12.07.2030,FR,P0188,Product 188,VO,ORD000896,1214.17,USD,70,R38
13.05.2030,01.10.2030,IT,P0189,Product 189,VO,ORD000896,1840.56,RUB,8,R39
14.05.2030,23.08.2030,PL,P0190,Product 190,VO,ORD000896,667.51,RUB,56,R40
15.05.2030,07.07.2030,US,P0191,Product 191,VO,ORD000897,304.97,RUB,57,R41
16.05.2030,05.11.2030,NL,P0192,Product 192,VO,ORD000897,1567.96,GBP,60,R42
17.05.2030,15.07.2030,RU,P0193,Product 193,VO,ORD000897,647.37,RUB,53,R43
18.05.2030,28.06.2030,FI,P0194,Product 194,VO,ORD000898,1971.12,USD,94,R44
19.05.2030,20.08.2030,DE,P0195,Product 195,VO,ORD000898,1942.26,USD,36,R45
20.05.2030,27.10.2030,NL,P0196,Product 196,VO,ORD000898,916.66,RUB,41,R46
21.05.2030,23.09.2030,PL,P0197,Product 197,VO,ORD000899,1921.76,USD,8,R47
22.05.2030,04.07.2030,IT,P0198,Product 198,VO,ORD000899,1817.81,RUB,50,R48
23.05.2030,01.10.2030,SE,P0199,Product 199,VO,ORD000899,1748.81,GBP,20,R49
24.05.2030,26.10.2030,PL,P0200,Product 200,VO,ORD000900,275.36,EUR,22,R00
25.05.2030,12.08.2030,ES,P0201,Product 201,VO,ORD000900,917.75,RUB,68,R01
26.05.2030,01.10.2030,DE,P0202,Product 202,VO,ORD000900,1812.68,RUB,59,R02
27.05.2030,05.09.2030,NL,P0203,Product 203,VO,ORD000901,1057.1,RUB,93,R03
28.05.2030,15.11.2030,DE,P0204,Product 204,VO,ORD000901,387.27,USD,14,R04
29.05.2030,26.08.2030,RU,P0205,Product 205,VO,ORD000901,1654.88,USD,56,R05
30.05.2030,02.10.2030,RU,P0206,Product 206,VO,ORD000902,1444.86,USD,19,R06
31.05.2030,12.09.2030,DE,P0207,Product 207,VO,ORD000902,1411.54,EUR,98,R07
01.06.2030,11.11.2030,NL,P0208,Product 208,VO,ORD000902,644.26,EUR,63,R08
02.06.2030,04.08.2030,RU,P0209,Product 209,VO,ORD000903,493.51,EUR,20,R09
03.06.2030,02.09.2030,SE,P0210,Product 210,VO,ORD000903,1186.97,RUB,18,R10
04.06.2030,15.11.2030,NL,P0211,Product 211,VO,ORD000903,346.93,EUR,13,R11
05.06.2030,15.08.2030,FR,P0212,Product 212,VO,ORD000904,1512.0,EUR,74,R12
06.06.2030,12.11.2030,PL,P0213,Product 213,VO,ORD000904,515.7,RUB,8,R13
07.06.2030,10.10.2030,IT,P0214,Product 214,VO,ORD000904,1391.84,USD,94,R14
08.06.2030,11.10.2030,DE,P0215,Product 215,VO,ORD000905,600.42,RUB,75,R15
09.06.2030,11.10.2030,RU,P0216,Product 216,VO,ORD000905,1009.25,GBP,88,R16
10.06.2030,12.11.2030,PL,P0217,Product 217,VO,ORD000905,1002.16,EUR,77,R17
11.06.2030,16.09.2030,FI,P0218,Product 218,VO,ORD000906,707.76,EUR,65,R18
12.06.2030,17.11.2030,DE,P0219,Product 219,VO,ORD000906,1950.98,RUB,20,R19
13.06.2030,24.07.2030,FI,P0220,Product 220,VO,ORD000906,1738.24,USD,15,R20
14.06.2030,04.08.2030,FR,P0221,Product 221,VO,ORD000907,1059.83,EUR,64,R21
15.06.2030,04.09.2030,NL,P0222,Product 222,VO,ORD000907,1817.17,RUB,84,R22
16.06.2030,24.10.2030,PL,P0223,Product 223,VO,ORD000907,1166.39,RUB,35,R23
17.06.2030,14.10.2030,NL,P0224,Product 224,VO,ORD000908,1712.6,EUR,88,R24
18.06.2030,09.08.2030,IT,P0225,Product 225,VO,ORD000908,153.92,RUB,63,R25
19.06.2030,17.08.2030,US,P0226,Product 226,VO,ORD000908,1478.94,USD,51,R26
20.06.2030,16.10.2030,RU,P0227,Product 227,VO,ORD000909,1537.04,GBP,74,R27
21.06.2030,05.10.2030,IT,P0228,Product 228,VO,ORD000909,1663.26,GBP,16,R28
22.06.2030,21.09.2030,DE,P0229,Product 229,VO,ORD000909,1470.07,RUB,73,R29
23.06.2030,14.08.2030,FR,P0230,Product 230,VO,ORD000910,1178.57,USD,38,R30
24.06.2030,03.11.2030,IT,P0231,Product 231,VO,ORD000910,840.55,EUR,54,R31
25.06.2030,10.08.2030,IT,P0232,Product 232,VO,ORD000910,1155.52,RUB,41,R32
26.06.2030,12.10.2030,FR,P0233,Product 233,VO,ORD000911,1574.33,RUB,44,R33
27.06.2030,31.07.2030,SE,P0234,Product 234,VO,ORD000911,809.27,EUR,92,R34
28.06.2030,11.08.2030,NL,P0235,Product 235,VO,ORD000911,1766.91,GBP,19,R35
29.06.2030,15.08.2030,US,P0236,Product 236,VO,ORD000912,552.29,EUR,65,R36
30.06.2030,30.09.2030,NL,P0237,Product 237,VO,ORD000912,1242.11,RUB,29,R37
01.07.2030,05.08.2030,FR,P0238,Product 238,VO,ORD000912,573.07,RUB,98,R38
02.07.2030,26.10.2030,IT,P0239,Product 239,VO,ORD000913,1570.78,USD,27,R39
03.07.2030,25.08.2030,IT,P0240,Product 240,VO,ORD000913,299.4,RUB,91,R40
04.07.2030,07.11.2030,DE,P0241,Product 241,VO,ORD000913,673.65,RUB,52,R41
05.07.2030,30.09.2030,NL,P0242,Product 242,VO,ORD000914,218.66,GBP,44,R42
06.07.2030,07.11.2030,FR,P0243,Product 243,VO,ORD000914,699.7,USD,91,R43
07.07.2030,14.10.2030,RU,P0244,Product 244,VO,ORD000914,436.14,EUR,30,R44
08.07.2030,18.10.2030,NL,P0245,Product 245,VO,ORD000915,1937.13,RUB,48,R45
09.07.2030,20.09.2030,RU,P0246,Product 246,VO,ORD000915,593.03,RUB,50,R46
10.07.2030,28.12.2030,FI,P0247,Product 247,VO,ORD000915,1643.9,RUB,64,R47
11.07.2030,18.12.2030,US,P0248,Product 248,VO,ORD000916,750.02,GBP,45,R48
12.07.2030,03.11.2030,IT,P0249,Product 249,VO,ORD000916,1604.52,EUR,97,R49
13.07.2030,19.08.2030,DE,P0250,Product 250,VO,ORD000916,1838.45,USD,28,R00
14.07.2030,15.12.2030,RU,P0251,Product 251,VO,ORD000917,1358.38,EUR,21,R01
15.07.2030,30.11.2030,SE,P0252,Product 252,VO,ORD000917,1802.59,GBP,79,R02
16.07.2030,23.11.2030,US,P0253,Product 253,VO,ORD000917,1388.95,GBP,36,R03
17.07.2030,18.10.2030,SE,P0254,Product 254,VO,ORD000918,232.96,RUB,23,R04
18.07.2030,28.12.2030,US,P0255,Product 255,VO,ORD000918,1344.85,RUB,23,R05
19.07.2030,04.10.2030,SE,P0256,Product 256,VO,ORD000918,1884.07,USD,54,R06
20.07.2030,20.12.2030,US,P0257,Product 257,VO,ORD000919,134.75,EUR,19,R07
21.07.2030,01.11.2030,IT,P0258,Product 258,VO,ORD000919,805.25,GBP,95,R08
22.07.2030,25.08.2030,US,P0259,Product 259,VO,ORD000919,1759.46,USD,8,R09
23.07.2030,31.08.2030,RU,P0260,Product 260,VO,ORD000920,1514.1,GBP,54,R10
24.07.2030,23.10.2030,NL,P0261,Product 261,VO,ORD000920,278.59,USD,16,R11
25.07.2030,29.08.2030,PL,P0262,Product 262,VO,ORD000920,940.45,RUB,79,R12
26.07.2030,22.12.2030,RU,P0263,Product 263,VO,ORD000921,1938.69,RUB,37,R13
27.07.2030,16.12.2030,PL,P0264,Product 264,VO,ORD000921,1896.74,GBP,77,R14
28.07.2030,27.09.2030,FR,P0265,Product 265,VO,ORD000921,642.28,USD,86,R15
29.07.2030,25.12.2030,US,P0266,Product 266,VO,ORD000922,214.59,RUB,12,R16
30.07.2030,01.12.2030,IT,P0267,Product 267,VO,ORD000922,893.72,USD,96,R17
31.07.2030,19.12.2030,FR,P0268,Product 268,VO,ORD000922,1493.27,EUR,7,R18
01.08.2030,21.12.2030,PL,P0269,Product 269,VO,ORD000923,1436.18,RUB,14,R19
02.08.2030,10.01.2031,FI,P0270,Product 270,VO,ORD000923,855.6,EUR,22,R20
03.08.2030,15.11.2030,ES,P0271,Product 271,VO,ORD000923,1783.99,RUB,46,R21
04.08.2030,11.01.2031,US,P0272,Product 272,VO,ORD000924,715.12,USD,12,R22
05.08.2030,27.01.2031,FR,P0273,Product 273,VO,ORD000924,1741.15,EUR,96,R23
06.08.2030,24.10.2030,RU,P0274,Product 274,VO,ORD000924,1030.17,GBP,53,R24
07.08.2030,04.01.2031,SE,P0275,Product 275,VO,ORD000925,1397.09,USD,43,R25
08.08.2030,15.01.2031,FR,P0276,Product 276,VO,ORD000925,135.89,GBP,29,R26
09.08.2030,08.12.2030,FR,P0277,Product 277,VO,ORD000925,1265.46,EUR,57,R27
10.08.2030,28.10.2030,DE,P0278,Product 278,VO,ORD000926,321.05,USD,75,R28
11.08.2030,27.12.2030,US,P0279,Product 279,VO,ORD000926,277.18,USD,96,R29
12.08.2030,13.09.2030,IT,P0280,Product 280,VO,ORD000926,561.06,USD,23,R30
13.08.2030,19.12.2030,PL,P0281,Product 281,VO,ORD000927,446.52,USD,29,R31
14.08.2030,16.11.2030,NL,P0282,Product 282,VO,ORD000927,1308.89,RUB,34,R32
15.08.2030,06.01.2031,ES,P0283,Product 283,VO,ORD000927,1025.86,GBP,32,R33
16.08.2030,06.12.2030,RU,P0284,Product 284,VO,ORD000928,126.7,USD,95,R34
17.08.2030,05.10.2030,FR,P0285,Product 285,VO,ORD000928,727.46,GBP,18,R35
18.08.2030,05.02.2031,RU,P0286,Product 286,VO,ORD000928,348.09,EUR,31,R36
19.08.2030,12.12.2030,US,P0287,Product 287,VO,ORD000929,1082.05,RUB,26,R37
20.08.2030,14.12.2030,NL,P0288,Product 288,VO,ORD000929,1703.55,RUB,48,R38
21.08.2030,06.10.2030,IT,P0289,Product 289,VO,ORD000929,566.22,RUB,28,R39
22.08.2030,29.11.2030,DE,P0290,Product 290,VO,ORD000930,1210.5,EUR,80,R40
23.08.2030,21.11.2030,FI,P0291,Product 291,VO,ORD000930,1016.74,EUR,16,R41
24.08.2030,14.11.2030,NL,P0292,Product 292,VO,ORD000930,1926.02,RUB,8,R42
25.08.2030,26.01.2031,PL,P0293,Product 293,VO,ORD000931,1836.02,RUB,8,R43
26.08.2030,19.01.2031,SE,P0294,Product 294,VO,ORD000931,1537.18,USD,83,R44
27.08.2030,02.11.2030,FR,P0295,Product 295,VO,ORD000931,614.47,GBP,59,R45
28.08.2030,18.01.2031,NL,P0296,Product 296,VO,ORD000932,1344.93,EUR,61,R46
29.08.2030,12.10.2030,RU,P0297,Product 297,VO,ORD000932,496.86,GBP,52,R47
30.08.2030,24.02.2031,ES,P0298,Product 298,VO,ORD000932,1998.39,EUR,82,R48
31.08.2030,17.02.2031,SE,P0299,Product 299,VO,ORD000933,941.72,RUB,80,R49
01.09.2030,29.12.2030,IT,P0300,Product 300,VO,ORD000933,1601.03,USD,58,R00
02.09.2030,13.11.2030,ES,P0301,Product 301,VO,ORD000933,966.32,RUB,21,R01
03.09.2030,10.02.2031,DE,P0302,Product 302,VO,ORD000934,479.94,GBP,60,R02
04.09.2030,23.01.2031,ES,P0303,Product 303,VO,ORD000934,1960.33,USD,80,R03
05.09.2030,22.01.2031,US,P0304,Product 304,VO,ORD000934,1387.37,RUB,89,R04
06.09.2030,21.10.2030,NL,P0305,Product 305,VO,ORD000935,156.55,EUR,87,R05
07.09.2030,28.01.2031,PL,P0306,Product 306,VO,ORD000935,1381.04,USD,72,R06
08.09.2030,25.11.2030,PL,P0307,Product 307,VO,ORD000935,892.99,GBP,52,R07
09.09.2030,15.10.2030,ES,P0308,Product 308,VO,ORD000936,674.27,USD,56,R08
10.09.2030,06.03.2031,ES,P0309,Product 309,VO,ORD000936,629.71,USD,1,R09
11.09.2030,10.12.2030,NL,P0310,Product 310,VO,ORD000936,568.0,RUB,78,R10
12.09.2030,12.02.2031,NL,P0311,Product 311,VO,ORD000937,773.84,USD,45,R11
13.09.2030,13.01.2031,US,P0312,Product 312,VO,ORD000937,1439.58,GBP,25,R12
14.09.2030,28.11.2030,SE,P0313,Product 313,VO,ORD000937,1842.36,GBP,24,R13
15.09.2030,29.01.2031,US,P0314,Product 314,VO,ORD000938,1344.86,USD,24,R14
16.09.2030,27.11.2030,FI,P0315,Product 315,VO,ORD000938,1330.93,RUB,84,R15
17.09.2030,07.02.2031,PL,P0316,Product 316,VO,ORD000938,890.26,EUR,97,R16
18.09.2030,11.02.2031,DE,P0317,Product 317,VO,ORD000939,1761.56,GBP,17,R17
19.09.2030,21.11.2030,DE,P0318,Product 318,VO,ORD000939,1267.81,EUR,76,R18
20.09.2030,03.03.2031,RU,P0319,Product 319,VO,ORD000939,1681.17,GBP,70,R19
21.09.2030,01.02.2031,DE,P0320,Product 320,VO,ORD000940,1040.1,RUB,5,R20
22.09.2030,29.11.2030,SE,P0321,Product 321,VO,ORD000940,1276.94,USD,66,R21
23.09.2030,01.12.2030,IT,P0322,Product 322,VO,ORD000940,1983.36,RUB,86,R22
24.09.2030,13.11.2030,ES,P0323,Product 323,VO,ORD000941,1535.52,EUR,96,R23
25.09.2030,21.01.2031,NL,P0324,Product 324,VO,ORD000941,923.05,GBP,40,R24
26.09.2030,06.11.2030,ES,P0325,Product 325,VO,ORD000941,949.18,USD,26,R25
27.09.2030,02.03.2031,SE,P0326,Product 326,VO,ORD000942,895.54,RUB,15,R26
28.09.2030,28.02.2031,PL,P0327,Product 327,VO,ORD000942,140.74,EUR,88,R27
29.09.2030,26.01.2031,FR,P0328,Product 328,VO,ORD000942,900.89,GBP,1,R28
30.09.2030,20.01.2031,US,P0329,Product 329,VO,ORD000943,103.38,USD,43,R29
01.10.2030,12.11.2030,IT,P0330,Product 330,VO,ORD000943,645.33,EUR,52,R30
02.10.2030,07.02.2031,FR,P0331,Product 331,VO,ORD000943,396.1,USD,71,R31
03.10.2030,01.03.2031,NL,P0332,Product 332,VO,ORD000944,1757.94,GBP,3,R32
04.10.2030,18.02.2031,DE,P0333,Product 333,VO,ORD000944,926.87,EUR,51,R33
05.10.2030,31.12.2030,IT,P0334,Product 334,VO,ORD000944,1762.82,RUB,53,R34
06.10.2030,21.12.2030,NL,P0335,Product 335,VO,ORD000945,1136.75,EUR,54,R35
07.10.2030,17.03.2031,FR,P0336,Product 336,VO,ORD000945,1159.8,EUR,79,R36
08.10.2030,23.03.2031,DE,P0337,Product 337,VO,ORD000945,1484.54,USD,40,R37
09.10.2030,02.02.2031,FI,P0338,Product 338,VO,ORD000946,807.08,USD,94,R38
10.10.2030,19.02.2031,IT,P0339,Product 339,VO,ORD000946,658.89,USD,84,R39
11.10.2030,18.11.2030,FI,P0340,Product 340,VO,ORD000946,1126.47,GBP,41,R40
12.10.2030,27.12.2030,FR,P0341,Product 341,VO,ORD000947,1697.88,EUR,2,R41
13.10.2030,30.01.2031,NL,P0342,Product 342,VO,ORD000947,1524.44,RUB,59,R42
14.10.2030,15.11.2030,ES,P0343,Product 343,VO,ORD000947,235.4,EUR,92,R43
15.10.2030,24.02.2031,FI,P0344,Product 344,VO,ORD000948,1529.88,RUB,87,R44
16.10.2030,04.02.2031,US,P0345,Product 345,VO,ORD000948,1997.47,RUB,61,R45
17.10.2030,24.02.2031,DE,P0346,Product 346,VO,ORD000948,238.69,EUR,38,R46
18.10.2030,21.12.2030,PL,P0347,Product 347,VO,ORD000949,997.76,GBP,49,R47
19.10.2030,18.12.2030,US,P0348,Product 348,VO,ORD000949,1308.29,EUR,19,R48
20.10.2030,09.01.2031,RU,P0349,Product 349,VO,ORD000949,1980.22,USD,99,R49
21.10.2030,02.12.2030,ES,P0350,Product 350,VO,ORD000950,617.18,EUR,47,R00
22.10.2030,20.03.2031,US,P0351,Product 351,VO,ORD000950,844.37,RUB,63,R01
23.10.2030,15.01.2031,FR,P0352,Product 352,VO,ORD000950,209.43,RUB,84,R02
24.10.2030,09.04.2031,IT,P0353,Product 353,VO,ORD000951,345.47,EUR,4,R03
25.10.2030,19.01.2031,PL,P0354,Product 354,VO,ORD000951,1299.52,USD,31,R04
26.10.2030,04.04.2031,ES,P0355,Product 355,VO,ORD000951,883.17,GBP,1,R05
27.10.2030,10.12.2030,IT,P0356,Product 356,VO,ORD000952,590.02,USD,69,R06
28.10.2030,27.01.2031,US,P0357,Product 357,VO,ORD000952,1083.18,USD,63,R07
29.10.2030,09.04.2031,SE,P0358,Product 358,VO,ORD000952,279.14,EUR,91,R08
30.10.2030,17.12.2030,ES,P0359,Product 359,VO,ORD000953,442.12,GBP,16,R09
31.10.2030,25.02.2031,PL,P0360,Product 360,VO,ORD000953,1040.57,RUB,51,R10
01.11.2030,24.12.2030,US,P0361,Product 361,VO,ORD000953,1294.39,RUB,26,R11
02.11.2030,21.12.2030,RU,P0362,Product 362,VO,ORD000954,1591.55,RUB,83,R12
03.11.2030,28.12.2030,DE,P0363,Product 363,VO,ORD000954,1158.53,USD,53,R13
04.11.2030,05.04.2031,PL,P0364,Product 364,VO,ORD000954,1981.42,GBP,52,R14
05.11.2030,10.03.2031,FI,P0365,Product 365,VO,ORD000955,670.37,EUR,21,R15
06.11.2030,10.12.2030,RU,P0366,Product 366,VO,ORD000955,158.99,EUR,89,R16
07.11.2030,11.01.2031,SE,P0367,Product 367,VO,ORD000955,254.25,RUB,5,R17
08.11.2030,25.12.2030,FI,P0368,Product 368,VO,ORD000956,1901.67,USD,54,R18
09.11.2030,01.02.2031,PL,P0369,Product 369,VO,ORD000956,1289.63,EUR,34,R19
10.11.2030,09.02.2031,PL,P0370,Product 370,VO,ORD000956,1962.94,EUR,86,R20
11.11.2030,14.04.2031,ES,P0371,Product 371,VO,ORD000957,1405.58,RUB,31,R21
12.11.2030,16.04.2031,FR,P0372,Product 372,VO,ORD000957,919.75,USD,6,R22
13.11.2030,10.01.2031,NL,P0373,Product 373,VO,ORD000957,200.82,RUB,41,R23
14.11.2030,05.02.2031,RU,P0374,Product 374,VO,ORD000958,1701.05,USD,37,R24
15.11.2030,04.02.2031,PL,P0375,Product 375,VO,ORD000958,227.06,GBP,96,R25
16.11.2030,29.01.2031,SE,P0376,Product 376,VO,ORD000958,772.43,RUB,65,R26
17.11.2030,11.05.2031,PL,P0377,Product 377,VO,ORD000959,1157.89,USD,60,R27
18.11.2030,15.03.2031,SE,P0378,Product 378,VO,ORD000959,1360.82,EUR,14,R28
19.11.2030,13.04.2031,NL,P0379,Product 379,VO,ORD000959,1606.27,GBP,35,R29
20.11.2030,11.04.2031,RU,P0380,Product 380,VO,ORD000960,1094.04,EUR,19,R30
21.11.2030,15.03.2031,IT,P0381,Product 381,VO,ORD000960,1160.09,USD,17,R31
22.11.2030,21.02.2031,DE,P0382,Product 382,VO,ORD000960,376.38,RUB,95,R32
23.11.2030,09.05.2031,IT,P0383,Product 383,VO,ORD000961,1807.93,EUR,43,R33
24.11.2030,07.03.2031,RU,P0384,Product 384,VO,ORD000961,532.41,EUR,73,R34
25.11.2030,23.05.2031,RU,P0385,Product 385,VO,ORD000961,415.19,EUR,93,R35
26.11.2030,30.04.2031,RU,P0386,Product 386,VO,ORD000962,1952.02,USD,59,R36
27.11.2030,19.03.2031,ES,P0387,Product 387,VO,ORD000962,776.55,EUR,78,R37
